adress,age,reg_date,price,实用面积,建筑面积,tdtr1uprice,tdtrlGuprice,tdtr1ltdayheldd,tdtr1ltperc
  公爵大廈  十一樓 A室, 56 ,25/04/18,$1600萬,996呎 ,-, $16064 ,-,-,-
 皓畋 3座  16樓 D室, 3 ,25/04/18,$1362萬,529呎 ,-, $25738 ,-,-,-
  金富大廈  21樓 B4室, 40 ,25/04/18,$682萬,466呎 ,556呎 , $14631 , $12263 ,[ 6097天,升387%]
  全發大廈  十七樓 D室, 42 ,24/04/18,$502萬,366呎 ,458呎 , $13716 , $10961 ,[ 1307天,升42%]
 俊民苑 文明閣 (J座)  七樓 8室, 40 ,24/04/18,$708萬,525呎 ,629呎 , $13486 , $11256 ,-,-
  錦華大廈  10樓 5室, 42 ,24/04/18,$556萬,363呎 ,-, $15317 ,-,[ 1099天,升35%]
 俊民苑 文宗閣 (E座)  十六樓 4室, 39 ,24/04/18,$701萬,519呎 ,623呎 , $13507 , $11252 ,-,-
  麗豪閣  12樓 C室, 31 ,24/04/18,$1400萬,860呎 ,1088呎 , $16279 , $12868 ,[ 1607天,升69%]
 東方花園 B座  10樓 B1室, 53 ,23/04/18,$1715萬,984呎 ,-, $17429 ,-,-,-
 皓畋 5座  9樓 H室, 3 ,23/04/18,$2252萬,-,-,-,-,[ 335天,跌4%]
  龍文大廈  11樓 E室, 57 ,23/04/18,$882萬,651呎 ,-, $13548 ,-,[ 2232天,升49%]
  明寓  5樓 B室, 4 ,20/04/18,$4808萬,1306呎 ,-, $36815 ,-,-,-
  德信園  20樓 C室, 55 ,20/04/18,$950萬,635呎 ,-, $14961 ,-,-,-
 欣圖軒 2座  8樓 H室, 22 ,20/04/18,$717萬,539呎 ,685呎 , $13299 , $10464 ,-,-
 皓畋 7座  6樓 G室, 3 ,20/04/18,$3120萬,975呎 ,-, $32000 ,-,-,-
 君柏 2座  5樓 A室, 4 ,20/04/18,$3833萬,1624呎 ,-, $23603 ,-,-,-
 冠暉苑 高暉閣 (B座)  13樓 12室, 21 ,20/04/18,$452萬,291呎 ,-, $15533 ,-,-,-
  太平花園  27樓 B室, 26 ,20/04/18,$508萬,304呎 ,460呎 , $16711 , $11043 ,[ 2856天,升123%]
 御龍居 1座  13樓 B室, 22 ,20/04/18,$1055萬,604呎 ,761呎 , $17467 , $13863 ,[ 4542天,升222%]
 翠華大廈 1座  11樓 D室, 62 ,20/04/18,$1060萬,884呎 ,-, $11991 ,-,-,-
 君頤峰 5座  21樓 B室, 16 ,20/04/18,$2500萬,959呎 ,1266呎 , $26069 , $19747 ,[ 5187天,升217%]
  加多利軒  26樓 C室, 2 ,20/04/18,$695萬,264呎 ,-, $26320 ,-,-,-
 ONE HOMANTIN 7座  18樓 E室, 3 ,19/04/18,$1792萬,730呎 ,-, $24553 ,-,-,-
 皓畋 3座  22樓 G室, 3 ,19/04/18,$2579萬,907呎 ,-, $28434 ,-,-,-
 皓畋 3座  20樓 D室, 3 ,19/04/18,$1395萬,529呎 ,-, $26375 ,-,-,-
 皓畋 3座  8樓 D室, 3 ,19/04/18,$1299萬,529呎 ,-, $24560 ,-,-,-
 皓畋 3座  21樓 B室, 3 ,19/04/18,$2092萬,696呎 ,-, $30059 ,-,-,-
 皓畋 3座  22樓 E室, 3 ,19/04/18,$1481萬,565呎 ,-, $26220 ,-,-,-
 怡安閣 C座  10樓 C6室, 44 ,19/04/18,$958萬,707呎 ,831呎 , $13550 , $11528 ,[ 2200天,升67%]
 翠華大廈 5座  7樓 128號, 57 ,19/04/18,$2000萬,1528呎 ,-, $13089 ,-,-,-
 皓畋 3座  20樓 E室, 3 ,19/04/18,$1449萬,565呎 ,-, $25640 ,-,-,-
 皓畋 3座  16樓 E室, 3 ,19/04/18,$1444萬,565呎 ,-, $25564 ,-,-,-
 ONE HOMANTIN 6座  9樓 B室, 3 ,18/04/18,$1373萬,583呎 ,-, $23549 ,-,-,-
 皓畋 3座  6樓 D室, 3 ,18/04/18,$1277萬,529呎 ,-, $24134 ,-,-,-
 怡安閣 A座  22樓 A1室, 44 ,18/04/18,$1280萬,976呎 ,1144呎 , $13115 , $11189 ,[ 3220天,升117%]
  DUNBAR PLACE  8樓 C室, 7 ,18/04/18,$2830萬,1210呎 ,-, $23388 ,-,[ 1522天,升9%]
  嘉景花園大廈  10樓 D室, 49 ,17/04/18,$1280萬,790呎 ,-, $16203 ,-,[ 5722天,升474%]
 皓畋 3座  18樓 D室, 3 ,17/04/18,$1383萬,529呎 ,-, $26147 ,-,-,-
半山壹號 1期 半山徑32號  50樓 32號, 11 ,17/04/18,$2500萬,1252呎 ,1636呎 , $19968 , $15281 ,[ 1595天,升34%]
  澤豐大廈  八樓 A室, 54 ,17/04/18,$599萬,-,-,-,-,[ 4358天,升357%]
 皓畋 3座  18樓 G室, 3 ,17/04/18,$2505萬,907呎 ,-, $27621 ,-,-,-
 皓畋 3座  10樓 H室, 3 ,17/04/18,$2638萬,928呎 ,-, $28431 ,-,-,-
  新勝大樓  二十一樓 C室, 45 ,17/04/18,$683萬,429呎 ,-, $15921 ,-,[ 6726天,升550%]
  華欣閣  2樓 C室, 41 ,17/04/18,$548萬,364呎 ,456呎 , $15055 , $12018 ,[ 1223天,升41%]
 君柏 6座  5樓 B室, 4 ,16/04/18,$3739萬,1615呎 ,-, $23152 ,-,-,-
 巴富花園 嘉富閣  17樓 A室, 40 ,16/04/18,$1290萬,809呎 ,925呎 , $15946 , $13946 ,[ 6626天,升191%]
 俊民苑 文彥閣 (M座)  二樓 6室, 39 ,16/04/18,$783萬,596呎 ,715呎 , $13138 , $10951 ,-,-
  碧林閣  7樓 A室, 39 ,16/04/18,$1650萬,1025呎 ,1285呎 , $16098 , $12840 ,[ 2712天,升89%]
 皓畋 3座  15樓 D室, 3 ,16/04/18,$1335萬,529呎 ,-, $25240 ,-,-,-
  龍柏花園  22-23樓 A室, 25 ,16/04/18,$3480萬,1521呎 ,-, $22880 ,-,[ 1131天,升30%]
 怡安閣 B座  27樓 B2室, 44 ,13/04/18,$620萬,399呎 ,475呎 , $15539 , $13053 ,[ 3318天,升241%]
 皓畋 3座  7樓 D室, 3 ,13/04/18,$1275萬,529呎 ,-, $24105 ,-,-,-
  太子台  10樓 C室, 47 ,13/04/18,$1410萬,805呎 ,1000呎 , $17516 , $14100 ,-,-
半山壹號 2期 富甲半山 半山徑25號  50樓 25號, 11 ,13/04/18,$2180萬,1182呎 ,1541呎 , $18443 , $14147 ,[ 3009天,升33%]
半山壹號 2期 富甲半山 半山徑22號  31樓 22號, 11 ,12/04/18,$2200萬,1155呎 ,1507呎 , $19048 , $14599 ,[ 2581天,升22%]
  瑞麟閣  1樓 A室, 32 ,12/04/18,$960萬,558呎 ,760呎 , $17204 , $12632 ,-,-
  德富強大廈  五樓 504號 (前座), 60 ,12/04/18,$600萬,620呎 ,-, $9677 ,-,-,-
 俊民苑 文斌閣 (B座)  十一樓 8室, 40 ,12/04/18,$668萬,525呎 ,629呎 , $12724 , $10620 ,-,-
  麗晶樓  13樓 D室, 53 ,11/04/18,$1070萬,698呎 ,845呎 , $15330 , $12663 ,[ 3778天,升162%]
 君柏 7座  21樓 B室, 4 ,11/04/18,$4574萬,1589呎 ,-, $28786 ,-,-,-
  德威大廈 (一期及二期)  三樓 G室 (14A號), 55 ,10/04/18,$800萬,713呎 ,-, $11220 ,-,[ 2017天,升13%]
  龍翔大廈  5樓 B室, 55 ,10/04/18,$780萬,598呎 ,850呎 , $13043 , $9176 ,[ 1168天,升34%]
  KADOORIA  2樓 119號, 4 ,10/04/18,$7583萬,1672呎 ,-, $45353 ,-,-,-
  冠熹苑  28樓 6室, 20 ,09/04/18,$582萬,531呎 ,714呎 , $10951 , $8144 ,-,-
 皓畋 3座  23樓 E室, 3 ,09/04/18,$1505萬,565呎 ,-, $26645 ,-,-,-
 皓畋 3座  8樓 H室, 3 ,09/04/18,$2643萬,928呎 ,-, $28485 ,-,-,-
  勝利道1號  25樓 A室, 9 ,09/04/18,$1098萬,556呎 ,883呎 , $19748 , $12435 ,[ 1774天,升11%]
 君柏 7座  22樓 B室 (連 天台), 4 ,09/04/18,$4771萬,1589呎 ,-, $30026 ,-,-,-
  僑宏大廈  14樓 A室, 55 ,06/04/18,$1170萬,970呎 ,-, $12062 ,-,-,-
  建豐閣  18樓 B室, 26 ,06/04/18,$620萬,370呎 ,585呎 , $16757 , $10598 ,[ 7909天,升116%]
  幸運閣  12樓 D室, 46 ,06/04/18,$1680萬,1281呎 ,1550呎 , $13115 , $10839 ,[ 3408天,升131%]
 皓畋 3座  7樓 H室, 3 ,06/04/18,$2594萬,928呎 ,-, $27948 ,-,-,-
 皓畋 3座  16樓 H室, 3 ,04/04/18,$2821萬,928呎 ,-, $30398 ,-,-,-
 皓畋 3座  17樓 E室, 3 ,04/04/18,$1457萬,565呎 ,-, $25787 ,-,-,-
  嘉景樓  11樓 B室, 54 ,04/04/18,$885萬,606呎 ,850呎 , $14604 , $10412 ,[ 2623天,升122%]
  金碧大廈  18樓 B室, 36 ,04/04/18,$510萬,324呎 ,458呎 , $15741 , $11135 ,[ 1183天,升31%]
 君柏 7座  22樓 A室 (連 天台), 4 ,04/04/18,$4765萬,1667呎 ,-, $28581 ,-,-,-
  新雅閣  五樓 A室, 42 ,04/04/18,$750萬,643呎 ,-, $11664 ,-,-,-
 皓畋 3座  18樓 C室, 3 ,03/04/18,$1476萬,588呎 ,-, $25108 ,-,-,-
 ONE HOMANTIN 5座  19樓 D室 (連 天台), 3 ,29/03/18,$2201萬,749呎 ,-, $29385 ,-,-,-
 皓畋 3座  22樓 A室, 3 ,29/03/18,$2798萬,865呎 ,-, $32342 ,-,-,-
 俊民苑 文彥閣 (M座)  三樓 2室, 39 ,29/03/18,$650萬,485呎 ,582呎 , $13402 , $11168 ,-,-
 巴富花園 豪富閣  22樓 F室, 40 ,29/03/18,$1380萬,813呎 ,929呎 , $16974 , $14855 ,[ 236天,升21%]
 君柏 7座  15樓 A室, 4 ,29/03/18,$4478萬,1667呎 ,-, $26864 ,-,-,-
 君柏 7座  15樓 B室, 4 ,29/03/18,$4503萬,1589呎 ,-, $28339 ,-,-,-
  麗晶樓  6樓 F室, 53 ,29/03/18,$1080萬,712呎 ,860呎 , $15169 , $12558 ,[ 903天,升13%]
 君柏 6座  5樓 A室, 4 ,29/03/18,$3746萬,1623呎 ,-, $23079 ,-,-,-
  KADOORIA  6樓 127號, 4 ,28/03/18,$7400萬,1571呎 ,-, $47104 ,-,-,-
 皓畋 3座  11樓 H室, 3 ,28/03/18,$2991萬,928呎 ,-, $32227 ,-,-,-
  君逸山  19樓 C室, 17 ,28/03/18,$888萬,482呎 ,656呎 , $18423 , $13537 ,[ 4950天,升152%]
 皓畋 3座  10樓 E室, 3 ,27/03/18,$1337萬,565呎 ,-, $23668 ,-,-,-
半山壹號 2期 富甲半山 半山徑22號  32樓 22號, 11 ,27/03/18,$2180萬,1155呎 ,1507呎 , $18874 , $14466 ,[ 3078天,升38%]
 皓畋 3座  3樓 E室, 3 ,27/03/18,$1277萬,565呎 ,-, $22606 ,-,-,-
  華欣閣  18樓 C室, 41 ,27/03/18,$550萬,364呎 ,456呎 , $15110 , $12061 ,[ 1161天,升15%]
  嘉多利豪園  10樓 A室, 18 ,27/03/18,$1182萬,640呎 ,928呎 , $18469 , $12737 ,[ 4228天,升116%]
 皓畋 3座  22樓 C室, 3 ,26/03/18,$1553萬,588呎 ,-, $26409 ,-,-,-
 皓畋 3座  21樓 G室, 3 ,26/03/18,$2539萬,907呎 ,-, $27993 ,-,-,-
 君柏 2座  7樓 B室, 4 ,26/03/18,$3811萬,1616呎 ,-, $23583 ,-,-,-
 ONE HOMANTIN 7座  10樓 A室, 3 ,23/03/18,$2082萬,795呎 ,-, $26185 ,-,-,-
  金富大廈  8樓 A4室, 40 ,23/03/18,$670萬,466呎 ,556呎 , $14378 , $12050 ,[ 2391天,升123%]
 皓畋 3座  15樓 G室, 3 ,23/03/18,$2501萬,907呎 ,-, $27571 ,-,-,-
  加多利軒  2樓 K室, 2 ,23/03/18,$698萬,226呎 ,-, $30874 ,-,-,-
 君柏 6座  6樓 B室, 4 ,23/03/18,$3770萬,1615呎 ,-, $23342 ,-,-,-
 君柏 6座  3樓 B室, 4 ,23/03/18,$3654萬,1615呎 ,-, $22624 ,-,-,-
 君柏 6座  12樓 B室, 4 ,23/03/18,$4025萬,1615呎 ,-, $24925 ,-,-,-
  金碧大廈  4樓 B室, 36 ,22/03/18,$600萬,324呎 ,458呎 , $18519 , $13100 ,[ 1113天,升9%]
 皓畋 3座  16樓 A室, 3 ,22/03/18,$2568萬,865呎 ,-, $29691 ,-,-,-
  KADOORIA  5樓 127號, 4 ,22/03/18,$7228萬,1571呎 ,-, $46009 ,-,-,-
 恆信園 4期  4樓 A室, 49 ,22/03/18,$850萬,766呎 ,-, $11097 ,-,-,-
 皓畋 3座  23樓 F室, 3 ,22/03/18,$2017萬,689呎 ,-, $29277 ,-,-,-
 皓畋 3座  5樓 E室, 3 ,21/03/18,$1289萬,565呎 ,-, $22818 ,-,-,-
 ONE HOMANTIN 3座  16樓 E室, 3 ,21/03/18,$1204萬,513呎 ,-, $23470 ,-,-,-
 皓畋 3座  11樓 C室, 3 ,21/03/18,$1419萬,588呎 ,-, $24137 ,-,-,-
 皓畋 3座  5樓 F室, 3 ,21/03/18,$1594萬,689呎 ,-, $23134 ,-,-,-
 皓畋 3座  15樓 B室, 3 ,20/03/18,$1946萬,696呎 ,-, $27960 ,-,-,-
  恆懋大樓  2樓 89A號, 57 ,20/03/18,$1565萬,1173呎 ,-, $13342 ,-,-,-
 ONE HOMANTIN 6座  17樓 A室, 3 ,20/03/18,$1606萬,682呎 ,-, $23545 ,-,-,-
 皓畋 3座  3樓 C室, 3 ,19/03/18,$1332萬,588呎 ,-, $22655 ,-,-,-
 雅麗居 1座  7樓 C室, 25 ,19/03/18,$950萬,529呎 ,705呎 , $17958 , $13475 ,[ 2897天,升83%]
 皓畋 3座  11樓 E室, 3 ,19/03/18,$1349萬,565呎 ,-, $23882 ,-,-,-
 ONE HOMANTIN 7座  16樓 C室, 3 ,19/03/18,$980萬,405呎 ,-, $24207 ,-,-,-
 皓畋 3座  3樓 F室, 3 ,19/03/18,$1810萬,689呎 ,-, $26265 ,-,-,-
 皓畋 3座  17樓 F室, 3 ,19/03/18,$1712萬,689呎 ,-, $24846 ,-,-,-
 俊民苑 文愛閣 (K座)  四樓 7室, 40 ,16/03/18,$645萬,485呎 ,582呎 , $13299 , $11082 ,-,-
 皓畋 3座  6樓 E室, 3 ,16/03/18,$1357萬,564呎 ,-, $24057 ,-,-,-
 皓畋 3座  5樓 C室, 3 ,16/03/18,$1344萬,588呎 ,-, $22859 ,-,-,-
 皓畋 3座  8樓 E室, 3 ,16/03/18,$1394萬,565呎 ,-, $24678 ,-,-,-
 皓畋 3座  17樓 A室, 3 ,16/03/18,$2593萬,865呎 ,-, $29980 ,-,-,-
  勝利道1號  10樓 B室, 9 ,16/03/18,$836萬,455呎 ,723呎 , $18374 , $11563 ,[ 2719天,升16%]
 皓畋 3座  16樓 C室, 3 ,14/03/18,$1440萬,588呎 ,-, $24495 ,-,-,-
  儉德大廈  9樓 E室, 55 ,14/03/18,$638萬,611呎 ,775呎 , $10442 , $8232 ,[ 1422天,升48%]
 皓畋 3座  20樓 B室, 3 ,14/03/18,$2050萬,696呎 ,-, $29460 ,-,-,-
 君柏 6座  10樓 B室, 4 ,14/03/18,$3935萬,1615呎 ,-, $24363 ,-,-,-
 皓畋 3座  12樓 H室, 3 ,13/03/18,$2688萬,928呎 ,-, $28969 ,-,-,-
  KADOORIA  6樓 125號, 4 ,13/03/18,$6000萬,1311呎 ,-, $45767 ,-,-,-
 君柏 6座  3樓 A室, 4 ,12/03/18,$3879萬,1623呎 ,-, $23903 ,-,-,-
 皓畋 3座  20樓 G室, 3 ,09/03/18,$2499萬,907呎 ,-, $27552 ,-,-,-
 皓畋 3座  23樓 C室, 3 ,09/03/18,$1610萬,588呎 ,-, $27377 ,-,-,-
  恆山閣  20樓 5室, 39 ,09/03/18,$500萬,336呎 ,418呎 , $14881 , $11962 ,[ 1303天,升61%]
  萬基大廈  二十五樓 E室, 54 ,09/03/18,$1023萬,823呎 ,-, $12430 ,-,[ 2199天,升40%]
  五豐樓  8樓 A室, 56 ,09/03/18,$1468萬,1216呎 ,-, $12072 ,-,[ 4557天,升194%]
  蔚景樓  二十二樓 E室, 45 ,09/03/18,$590萬,415呎 ,550呎 , $14217 , $10727 ,-,-
 皓畋 3座  17樓 C室, 3 ,09/03/18,$1452萬,588呎 ,-, $24700 ,-,-,-
 君頤峰 8座  9樓 A室, 16 ,09/03/18,$2100萬,1321呎 ,1731呎 , $15897 , $12132 ,[ 4725天,升76%]
半山壹號 2期 富甲半山 半山徑17號  35樓 17號, 11 ,08/03/18,$2400萬,1137呎 ,1491呎 , $21108 , $16097 ,[ 2659天,升26%]
  怡景大廈  2樓 F室, 43 ,08/03/18,$599萬,390呎 ,457呎 , $15359 , $13107 ,[ 1517天,升43%]
 君柏 6座  8樓 A室, 4 ,07/03/18,$3883萬,1623呎 ,-, $23924 ,-,-,-
  蔚景樓  十樓 E室, 45 ,07/03/18,$520萬,415呎 ,-, $12530 ,-,[ 3217天,升259%]
 皓畋 3座  18樓 A室, 3 ,06/03/18,$2643萬,865呎 ,-, $30557 ,-,-,-
 皓畋 3座  21樓 A室, 3 ,06/03/18,$2834萬,865呎 ,-, $32757 ,-,-,-
  KADOORIA  6樓 119號, 4 ,06/03/18,$8736萬,1672呎 ,-, $52249 ,-,-,-
 ONE HOMANTIN 6座  11樓 B室, 3 ,06/03/18,$1353萬,583呎 ,-, $23208 ,-,-,-
  麗苑  地下 B室, 55 ,06/03/18,$1590萬,1216呎 ,-, $13076 ,-,[ 3848天,升167%]
 俊民苑 文凱閣 (F座)  十四樓 2室, 40 ,06/03/18,$660萬,485呎 ,582呎 , $13608 , $11340 ,-,-
 欣圖軒 2座  7樓 H室, 22 ,06/03/18,$690萬,539呎 ,685呎 , $12801 , $10073 ,-,-
 寶雲閣 3座  2樓 A室, 44 ,06/03/18,$1120萬,815呎 ,938呎 , $13742 , $11940 ,-,-
  文雅閣  9樓 B室, 31 ,06/03/18,$560萬,249呎 ,350呎 , $22490 , $16000 ,[ 2459天,升86%]
 恆信園 5期  5樓 C室, 48 ,06/03/18,$1544萬,987呎 ,1380呎 , $15641 , $11187 ,[ 2558天,升56%]
  凱旋居  30樓 A室, 22 ,06/03/18,$2050萬,1277呎 ,1852呎 , $16053 , $11069 ,[ 1462天,升38%]
 君柏 6座  8樓 B室, 4 ,05/03/18,$4103萬,1615呎 ,-, $25408 ,-,-,-
 君柏 6座  9樓 B室, 4 ,05/03/18,$3903萬,1615呎 ,-, $24166 ,-,-,-
  怡景大廈  22樓 B室, 43 ,05/03/18,$698萬,465呎 ,543呎 , $15011 , $12855 ,[ 1538天,升37%]
  KADOORIA  5樓 131號, 4 ,05/03/18,$8942萬,2053呎 ,-, $43556 ,-,-,-
  蔚景樓  二十樓 B室, 45 ,02/03/18,$486萬,340呎 ,-, $14294 ,-,[ 7834天,升260%]
  勝利道1號  12樓 C室, 9 ,02/03/18,$393萬,226呎 ,350呎 , $17389 , $11229 ,[ 1266天,升16%]
 皓畋 3座  22樓 F室, 3 ,01/03/18,$1836萬,689呎 ,-, $26644 ,-,-,-
 恆信園 5期  5樓 A室, 48 ,01/03/18,$2250萬,1324呎 ,1650呎 , $16994 , $13636 ,[ 3708天,升142%]
 君柏 6座  9樓 A室, 4 ,01/03/18,$3915萬,1623呎 ,-, $24123 ,-,-,-
 皓畋 3座  6樓 F室, 3 ,01/03/18,$1613萬,689呎 ,-, $23408 ,-,-,-
 皓畋 3座  10樓 F室, 3 ,28/02/18,$1654萬,689呎 ,-, $24012 ,-,-,-
  漆咸道北273號  五樓 B室, 34 ,28/02/18,$256萬,255呎 ,-, $10039 ,-,[ 4024天,升402%]
  KADOORIA  5樓 133號, 4 ,28/02/18,$10230萬,2219呎 ,-, $46102 ,-,-,-
 君柏 6座  21樓 A室, 4 ,28/02/18,$4251萬,1623呎 ,-, $26191 ,-,-,-
 富威花園 C座  二十樓 6室, 36 ,28/02/18,$495萬,290呎 ,382呎 , $17069 , $12958 ,[ 4983天,升330%]
 君頤峰 3座  20樓 A室, 16 ,28/02/18,$3773萬,1376呎 ,1794呎 , $27419 , $21030 ,[ 3900天,升100%]
 皓畋 3座  9樓 H室, 3 ,28/02/18,$2613萬,928呎 ,-, $28162 ,-,-,-
  公爵閣  12樓 C室, 48 ,28/02/18,$1500萬,989呎 ,-, $15167 ,-,-,-
 皓畋 3座  8樓 F室, 3 ,27/02/18,$1654萬,689呎 ,-, $24012 ,-,-,-
 皓畋 3座  19樓 G室, 3 ,27/02/18,$2479萬,907呎 ,-, $27331 ,-,-,-
  KADOORIA  3樓 127號, 4 ,27/02/18,$7200萬,1571呎 ,-, $45831 ,-,-,-
 君頤峰 2座  16樓 B室, 16 ,27/02/18,$3038萬,1074呎 ,1423呎 , $28287 , $21349 ,[ 2101天,升40%]
 皓畋 3座  21樓 F室, 3 ,27/02/18,$1787萬,689呎 ,-, $25929 ,-,-,-
 皇子大廈 1期  五樓 228號, 59 ,27/02/18,$1500萬,1227呎 ,-, $12225 ,-,-,-
 君柏 6座  21樓 B室, 4 ,27/02/18,$4223萬,1615呎 ,-, $26148 ,-,-,-
 ONE HOMANTIN 6座  18樓 C室, 3 ,27/02/18,$1279萬,512呎 ,-, $24980 ,-,-,-
  文星樓  19樓 B室, 54 ,27/02/18,$1815萬,1238呎 ,-, $14661 ,-,-,-
  冠熹苑  39樓 20室, 20 ,27/02/18,$350萬,211呎 ,283呎 , $16588 , $12367 ,-,-
 皓畋 3座  12樓 E室, 3 ,27/02/18,$1361萬,564呎 ,-, $24136 ,-,-,-
 皓畋 3座  16樓 F室, 3 ,26/02/18,$1697萬,689呎 ,-, $24628 ,-,-,-
 帝庭園 3座  17樓 B室, 24 ,26/02/18,$2738萬,1258呎 ,1483呎 , $21765 , $18463 ,[ 1217天,升51%]
 ONE HOMANTIN 6座  15樓 B室, 3 ,26/02/18,$1401萬,583呎 ,-, $24024 ,-,-,-
 ONE HOMANTIN 3座  16樓 C室, 3 ,26/02/18,$1199萬,509呎 ,-, $23546 ,-,-,-
  KADOORIA  5樓 121號, 4 ,26/02/18,$9389萬,1856呎 ,-, $50587 ,-,-,-
  KADOORIA  5樓 117號, 4 ,26/02/18,$8663萬,1820呎 ,-, $47599 ,-,-,-
 太子閣 1座  二樓 D室, 48 ,26/02/18,$1515萬,1076呎 ,-, $14080 ,-,[ 7954天,升244%]
 皓畋 3座  9樓 G室, 3 ,26/02/18,$2417萬,907呎 ,-, $26650 ,-,-,-
  利寶大廈  七樓 D室 (118號), 56 ,26/02/18,$1250萬,1184呎 ,1450呎 , $10557 , $8621 ,[ 4536天,升206%]
  勝利道1號  25樓 C室, 9 ,26/02/18,$413萬,226呎 ,350呎 , $18274 , $11800 ,[ 1988天,跌4%]
 君柏 6座  7樓 B室, 4 ,26/02/18,$3751萬,1615呎 ,-, $23223 ,-,-,-
 君柏 6座  7樓 A室, 4 ,26/02/18,$3753萬,1623呎 ,-, $23124 ,-,-,-
  冠熹苑  13樓 8室, 20 ,23/02/18,$473萬,432呎 ,581呎 , $10949 , $8141 ,-,-
  新勝大樓  十四樓 D室, 45 ,23/02/18,$698萬,490呎 ,628呎 , $14245 , $11115 ,[ 2517天,升81%]
  華欣閣  4樓 E室, 41 ,23/02/18,$480萬,298呎 ,377呎 , $16107 , $12732 ,[ 1409天,升50%]
 帝庭園 2座  8樓 A室, 24 ,23/02/18,$1928萬,1217呎 ,1436呎 , $15842 , $13426 ,[ 7012天,升113%]
  國城大廈  二樓 C室, 56 ,23/02/18,$1480萬,1051呎 ,-, $14082 ,-,[ 619天,升48%]
 ONE HOMANTIN 6座  10樓 D室, 3 ,23/02/18,$1656萬,696呎 ,-, $23793 ,-,-,-
  國城大廈  四樓 B室, 56 ,23/02/18,$1448萬,1061呎 ,-, $13648 ,-,[ 4354天,升159%]
 皓畋 1座  21樓 J室, 3 ,23/02/18,$1073萬,403呎 ,-, $26630 ,-,-,-
  KADOORIA  7樓 117號, 4 ,23/02/18,$10520萬,1820呎 ,-, $57801 ,-,-,-
半山壹號 2期 富甲半山 半山徑20號  33樓 20號, 11 ,23/02/18,$2280萬,1137呎 ,1491呎 , $20053 , $15292 ,[ 3044天,升30%]
 俊民苑 文福閣 (A座)  六樓 3室, 40 ,23/02/18,$620萬,525呎 ,629呎 , $11810 , $9857 ,-,-
 怡安閣 C座  9樓 C6室, 44 ,22/02/18,$889萬,707呎 ,831呎 , $12571 , $10696 ,-,-
 御龍居 2座  16樓 C室, 22 ,22/02/18,$1218萬,731呎 ,920呎 , $16662 , $13239 ,[ 2958天,升126%]
 君頤峰 8座  12樓 D室, 16 ,22/02/18,$1738萬,829呎 ,1089呎 , $20965 , $15960 ,[ 3381天,升163%]
 雅士花園 1座  地下 A室, 29 ,22/02/18,$875萬,647呎 ,-, $13524 ,-,-,-
  盛馬苑  2樓 B室, 19 ,22/02/18,$405萬,213呎 ,358呎 , $19014 , $11313 ,[ 4697天,升313%]
 皓畋 3座  21樓 E室, 3 ,21/02/18,$1457萬,565呎 ,-, $25794 ,-,-,-
 皓畋 3座  19樓 B室, 3 ,21/02/18,$2116萬,696呎 ,-, $30400 ,-,-,-
 皓畋 3座  8樓 C室, 3 ,21/02/18,$1392萬,588呎 ,-, $23677 ,-,-,-
 ONE HOMANTIN 6座  17樓 C室, 3 ,21/02/18,$1258萬,512呎 ,-, $24563 ,-,-,-
 皓畋 3座  18樓 F室, 3 ,21/02/18,$1742萬,689呎 ,-, $25279 ,-,-,-
 皓畋 3座  19樓 A室, 3 ,20/02/18,$2643萬,865呎 ,-, $30557 ,-,-,-
  瓊林別墅 (A-B座)  九樓 A3室, 54 ,20/02/18,$1050萬,741呎 ,-, $14170 ,-,[ 1256天,升50%]
 帝庭園 5座  12樓 B室, 24 ,15/02/18,$2295萬,1190呎 ,1410呎 , $19286 , $16277 ,[ 2545天,升66%]
 皓畋 3座  17樓 H室, 3 ,15/02/18,$2847萬,928呎 ,-, $30675 ,-,-,-
 衛理苑 D座  15樓 B室, 35 ,15/02/18,$2350萬,1383呎 ,1614呎 , $16992 , $14560 ,-,-
 皓畋 1座  22樓 J室, 3 ,15/02/18,$1125萬,402呎 ,-, $27976 ,-,-,-
 爵士花園 3座  16樓 D室, 25 ,15/02/18,$1938萬,1028呎 ,1288呎 , $18852 , $15047 ,[ 1343天,升32%]
  皇子花園  5樓 A室, 27 ,15/02/18,$800萬,536呎 ,747呎 , $14925 , $10710 ,[ 3711天,升130%]
 ONE HOMANTIN 7座  15樓 E室, 3 ,15/02/18,$1718萬,730呎 ,-, $23540 ,-,-,-
 皓畋 3座  15樓 C室, 3 ,15/02/18,$1655萬,588呎 ,-, $28141 ,-,-,-
 君頤峰 9座  8樓 B室, 16 ,15/02/18,$2268萬,1074呎 ,1416呎 , $21117 , $16017 ,[ 1148天,升42%]
  太和苑  十一樓 249A號, 58 ,14/02/18,$1313萬,887呎 ,1300呎 , $14803 , $10100 ,[ 2732天,升81%]
 君柏 6座  11樓 A室, 4 ,14/02/18,$3980萬,1623呎 ,-, $24524 ,-,-,-
 皓畋 3座  19樓 E室, 3 ,14/02/18,$1421萬,565呎 ,-, $25157 ,-,-,-
 皓畋 1座  26樓 H室, 3 ,14/02/18,$1155萬,399呎 ,-, $28958 ,-,-,-
 皓畋 6座  1樓 H室 (連 平台), 3 ,14/02/18,$2786萬,887呎 ,-, $31412 ,-,-,-
